,body,Stemmed_text,Lemmatized_text
1076,Poor sound assessment. Couldn't connect to second phone nor bluetooth.,poor sound assess could connect second phone bluetooth,poor sound assessment could connect second phone bluetooth
1077,Overall Product is good and its value for money.But it need a little bit improvement in hindi and voice Recognition.,overal product good valu money need littl bit improv hindi voic recognit,overall product good value money need little bit improvement hindi voice recognition
1078,"The process of connecting it is very long.  always have to put it on charge. Also,  It doesn't connect  with my mobile. It's useless for me.",process connect long alway put charg also connect mobil useless,process connecting long always put charge also connect mobile useless
1079,Excellent product..u must have a wifi at home for this to work,excel product u must wifi home work,excellent product u must wifi home work
1080,Need to improve for Hindi knowledge.. Every time alexa say muje nahi pata.. Same think I asked in English than she replied ..,need improv hindi knowledg everi time alexa say muje nahi pata think ask english repli,need improve hindi knowledge every time alexa say muje nahi pata think asked english replied
1081,"Good but not best, lot of things to be improved by amazon. Alexa always takes only single command, again and again we have to repeat for conversation.",good best lot thing improv amazon alexa alway take singl command repeat convers,good best lot thing improved amazon alexa always take single command repeat conversation
1082,awesome product and sound quality is very good works as a bluetooth speaker,awesom product sound qualiti good work bluetooth speaker,awesome product sound quality good work bluetooth speaker
1083,Its integration is good needs improvement in local language and stuffs.,integr good need improv local languag stuff,integration good need improvement local language stuff
1084,"It can't do even any one task without internet. With internet it can only send voice messages, it can't call me and any alexa or non-alexa devides. One more fault it is made in China.",even one task without internet internet send voic messag call alexa non alexa devid one fault made china,even one task without internet internet send voice message call alexa non alexa devides one fault made china
1085,Good. Prime music does not provide much more songs.,good prime music provid much song,good prime music provide much song
1086,Voice recognition & response time is terrific. My kids keep ragging Alexa all the time. They simply love the product. 😊👍,voic recognit respons time terrif kid keep rag alexa time simpli love product,voice recognition response time terrific kid keep ragging alexa time simply love product
1087,ConsNot rechargeableSong Picks only from Amazon musicMusic quality is not goodVoice recognize need improvise,consnot rechargeablesong pick amazon musicmus qualiti goodvoic recogn need improvis,consnot rechargeablesong pick amazon musicmusic quality goodvoice recognize need improvise
1088,"Compact and good built quality, good sound quality. Output power may enhanced...",compact good built qualiti good sound qualiti output power may enhanc,compact good built quality good sound quality output power may enhanced
1089,Best gadget india got after colour tv,best gadget india got colour tv,best gadget india got colour tv
1090,Echo Dot is very good and very useful. Have to try many skills. Sound is amazing,echo dot good use tri mani skill sound amaz,echo dot good useful try many skill sound amazing
1091,So far I've found this best AI assistant among all. Sound quality is perfect and voice recognition is nearly perfect.,far found best ai assist among sound qualiti perfect voic recognit nearli perfect,far found best ai assistant among sound quality perfect voice recognition nearly perfect
1092,Simply go for it.,simpli go,simply go
1093,Good very Good product go for it no dought at very useful gadget.,good good product go dought use gadget,good good product go dought useful gadget
1094,wow,wow,wow
1095,"Good sound quality and mic. Full usage is possible if other devices like switches, fans etc are smart devices.",good sound qualiti mic full usag possibl devic like switch fan etc smart devic,good sound quality mic full usage possible device like switch fan etc smart device
1096,Very very very bad product mostly ELEXA .Not understanding any command.useless software.,bad product mostli elexa understand command useless softwar,bad product mostly elexa understanding command useless software
1097,This is unless alexa  ... Better to you being sound box ... Sound box very good to alexa...In  Alexa have waste of money...And lot of hv restrictions,unless alexa better sound box sound box good alexa alexa wast money lot hv restrict,unless alexa better sound box sound box good alexa alexa waste money lot hv restriction
1098,Doesn't connect to my one plus tv and doesn't hear voice in full audio... some skills doesn't works and very laggie app amazon Alexa app,connect one plu tv hear voic full audio skill work laggi app amazon alexa app,connect one plus tv hear voice full audio skill work laggie app amazon alexa app
1099,"Not the product i was expecting for, limited automation,found Google Home Assistant more impressive. Alexa's music quality is damn good but voice controlled coordination and overall search criteria is not satisfying.Returned the item...",product expect limit autom found googl home assist impress alexa music qualiti damn good voic control coordin overal search criteria satisfi return item,product expecting limited automation found google home assistant impressive alexa music quality damn good voice controlled coordination overall search criterion satisfying returned item
1100,"Best @ price of @2000 or so, quite a soothing voice to listen but sometimes irritate with lack of information available with it",best price quit sooth voic listen sometim irrit lack inform avail,best price quite soothing voice listen sometimes irritate lack information available
1101,Smart deviceHighly recommended,smart devicehighli recommend,smart devicehighly recommended
1102,"she is the only one, who will hear you in this entire world, ;Dkind of unconditional Love you'll Get it :)",one hear entir world dkind uncondit love get,one hear entire world dkind unconditional love get
1103,Some time it will not accepting command?and I am using volume level at 5 always even though sounds quality very bad it's like crackers.i think its second time sold  me.,time accept command use volum level alway even though sound qualiti bad like cracker think second time sold,time accepting command using volume level always even though sound quality bad like cracker think second time sold
1104,Buttons are not working on the speaker and Amazon centre is not ready to help.I mean this is so stupid..it’s your product and the buttons are not working!?what kind of scam is this..and then no one is there to resolve the issue,button work speaker amazon centr readi help mean stupid product button work kind scam one resolv issu,button working speaker amazon centre ready help mean stupid product button working kind scam one resolve issue
1105,Sound quality is good but voice recognition is very bad.May be due to 4 mic,sound qualiti good voic recognit bad may due mic,sound quality good voice recognition bad may due mic
1106,The echo dot and Alexa are quite fun! It's a riot playing 20 questions with Alexa. Sound is great for a small room. Only grouse - unable to create a playlist on Amazon Prime music and get echo to play that,echo dot alexa quit fun riot play question alexa sound great small room grous unabl creat playlist amazon prime music get echo play,echo dot alexa quite fun riot playing question alexa sound great small room grouse unable create playlist amazon prime music get echo play
1107,Sound mast. Connectivity good. Voice recognition very good. Voice sensitivity very good.,sound mast connect good voic recognit good voic sensit good,sound mast connectivity good voice recognition good voice sensitivity good
1108,very poor voice recognition.50% of questions alexa says I am not sure about that. only one good thing is that it has good bass. bad experience.not the performance which I had expected,poor voic recognit question alexa say sure one good thing good bass bad experi perform expect,poor voice recognition question alexa say sure one good thing good bass bad experience performance expected
1109,It is not working and we want to return it and we want another alexa for free it should be working,work want return want anoth alexa free work,working want return want another alexa free working
1110,purchased this for my mom ..but stopped working after 3 months !!! not able to identify the issue.,purchas mom stop work month abl identifi issu,purchased mom stopped working month able identify issue
1111,"Only one thing i disliked. After stop command for a broadcast station alexa doesn't stop. Instead  says for example "" to resume say All India Radio news channel"" This is not needed. It is annoying.",one thing dislik stop command broadcast station alexa stop instead say exampl resum say india radio news channel need annoy,one thing disliked stop command broadcast station alexa stop instead say example resume say india radio news channel needed annoying
1112,It's very great and working very nice and it is faster than Google and other voice assistant. Alexa is good for people who have smart home.,great work nice faster googl voic assist alexa good peopl smart home,great working nice faster google voice assistant alexa good people smart home
1113,After buying we have to continue amazon prime membership  for interrupted alexa service.so service costly,buy continu amazon prime membership interrupt alexa servic servic costli,buying continue amazon prime membership interrupted alexa service service costly
1114,Superb itemYou should purchase.,superb itemy purchas,superb itemyou purchase
1115,Great product and my daughter loves it,great product daughter love,great product daughter love
1116,Product is good...but the bulb didnt get delivered to me..its awful..I have already spoken to the agent.she said I'll do the replacement and send you the bulb..but it was again the same..,product good bulb didnt get deliv aw alreadi spoken agent said replac send bulb,product good bulb didnt get delivered awful already spoken agent said replacement send bulb
1117,Fantastic productLoving it.,fantast productlov,fantastic productloving
1118,I had got it last year during amazon great Indian sale for 2.5k and after almost 1 year of use i will say its still working great.,got last year amazon great indian sale k almost year use say still work great,got last year amazon great indian sale k almost year use say still working great
1119,I love the product it’s my first smart deviceIt is better than google is getting all the tamil songs,love product first smart deviceit better googl get tamil song,love product first smart deviceit better google getting tamil song
1120,Was a nightmare trying to connect this. Doesn’t work with Spotify as stated 😒😒😒,nightmar tri connect work spotifi state,nightmare trying connect work spotify stated
1121,"Sound quality is great. Sometimes it doesn't get the command. Google nest seems better in understanding the queries .If the main aim is to listen to music, you can go for Alexa.",sound qualiti great sometim get command googl nest seem better understand queri main aim listen music go alexa,sound quality great sometimes get command google nest seems better understanding query main aim listen music go alexa
1122,"Echo dot is great, and loved it. A little bit unhappy bcoz it doesn't support my native language. Also it doesn't play youtube music. Still it is good.",echo dot great love littl bit unhappi bcoz support nativ languag also play youtub music still good,echo dot great loved little bit unhappy bcoz support native language also play youtube music still good
1123,No alternative given.,altern given,alternative given
1124,A nice product to have in your home,nice product home,nice product home
1125,Pathetic experience. I have made several complaints but no positive response. It is not connecting with wifi.,pathet experi made sever complaint posit respons connect wifi,pathetic experience made several complaint positive response connecting wifi
1126,The media could not be loaded.,,
1127,I got a used product. I never expected this from Amazon. The seal was open. Even the product I not good. It doesn't work without power. It doesn't work without wifi all the time...,got use product never expect amazon seal open even product good work without power work without wifi time,got used product never expected amazon seal open even product good work without power work without wifi time
1128,"I ordered combo echo dot+ Wipro light , but received only echo dot in box never expected this from amazon",order combo echo dot wipro light receiv echo dot box never expect amazon,ordered combo echo dot wipro light received echo dot box never expected amazon
1129,"The media could not be loaded.
                



 We are expecting too much from alexa, otherwise for playing songs and lights in night it is very useful.",expect much alexa otherwis play song light night use,expecting much alexa otherwise playing song light night useful
1130,"Great Sound Quality, but for many things its suggests to visit the Alexa App for further descriptions which ia very time consuming, futher only people who have excessive use of online shopping and food ordering should buy this.",great sound qualiti mani thing suggest visit alexa app descript ia time consum futher peopl excess use onlin shop food order buy,great sound quality many thing suggests visit alexa app description ia time consuming futher people excessive use online shopping food ordering buy
1131,It is a good speaker but limited search with Amazon music.It needs more integration options like youtube.,good speaker limit search amazon music need integr option like youtub,good speaker limited search amazon music need integration option like youtube
1132,Keep shouting alexa alexa and alexa won't hear u..if internet is slow also the product doesn't work..alexa is not google assistant..hut indeed human is alexa assistant ..horrible experience,keep shout alexa alexa alexa hear u internet slow also product work alexa googl assist hut inde human alexa assist horribl experi,keep shouting alexa alexa alexa hear u internet slow also product work alexa google assistant hut indeed human alexa assistant horrible experience
1133,Nice echo Dot powerful sound.,nice echo dot power sound,nice echo dot powerful sound
1134,Nice product. Sound quality is average. But in this price amazing.,nice product sound qualiti averag price amaz,nice product sound quality average price amazing
1135,"Cool product. Good for a time pass, nice voice integration, good sound clarity. Connected wipro smart bulb also to it. Hassle free set up.",cool product good time pass nice voic integr good sound clariti connect wipro smart bulb also hassl free set,cool product good time pas nice voice integration good sound clarity connected wipro smart bulb also hassle free set
1136,"Over all product is so nice. It's gives new technology to the ground world. Excellent product.When I opened the plastic packet, the eco dot box got opened. That is why more attention should be paid to packaging.",product nice give new technolog ground world excel product open plastic packet eco dot box got open attent paid packag,product nice give new technology ground world excellent product opened plastic packet eco dot box got opened attention paid packaging
1137,"Useful product good response as well.My child is trying to speak with alexa, so i am happy to have it.It helps me to awake in the morning also provide me daily Calendar with to do list.",use product good respons well child tri speak alexa happi help awak morn also provid daili calendar list,useful product good response well child trying speak alexa happy help awake morning also provide daily calendar list
1138,"Meant for every home, great features & sound quality",meant everi home great featur sound qualiti,meant every home great feature sound quality
1139,Entertainment untouched..Best for old age parents,entertain untouch best old age parent,entertainment untouched best old age parent
1140,"Its a Faulty Product. Worked perfectly fine for 5 days not it is not working.  Requesting amazon team to let me know what to do of this product now. It doesn't take any commands and ff it takes, then there is a disruption.",faulti product work perfectli fine day work request amazon team let know product take command ff take disrupt,faulty product worked perfectly fine day working requesting amazon team let know product take command ff take disruption
1141,product is good only for looks not working properly after one month of use,product good look work properli one month use,product good look working properly one month use
1142,Bought it during the sale. No sound output from firestick tv,bought sale sound output firestick tv,bought sale sound output firestick tv
1143,I loved the sound quality and build of the product. But I faced issue with voice recognition in terms of volume adjustment. Need to specify the exact work and name of the work to be done by Alexa else Alexa is just sorry about it.,love sound qualiti build product face issu voic recognit term volum adjust need specifi exact work name work done alexa els alexa sorri,loved sound quality build product faced issue voice recognition term volume adjustment need specify exact work name work done alexa else alexa sorry
1144,I received the order after one day of placing order. It's is good and speaker is awesome . I fell down twice my desk it was not harmed. A Grade Product.Thank you Amazon,receiv order one day place order good speaker awesom fell twice desk harm grade product thank amazon,received order one day placing order good speaker awesome fell twice desk harmed grade product thank amazon
1145,Better get advanced version,better get advanc version,better get advanced version
1146,Not working properlyFacing issues on connection with wifi,work properlyfac issu connect wifi,working properlyfacing issue connection wifi
1147,Not connect properly  with phone .again and again  connection problem .wrost product,connect properli phone connect problem wrost product,connect properly phone connection problem wrost product
1148,"This device is very great , this device sound quality is 3D Alexa is very intelligent, speaker is very loud sound quality is quite better than Home theatre 😊",devic great devic sound qualiti alexa intellig speaker loud sound qualiti quit better home theatr,device great device sound quality alexa intelligent speaker loud sound quality quite better home theatre
1149,It works well...great functionality...only lacking points is its not portable...it should have been battery based.,work well great function lack point portabl batteri base,work well great functionality lacking point portable battery based
1150,Good experience...also like to suggest to introduce automatic intelligence updating system so that we can experience latest technology. Overall I am satisfied,good experi also like suggest introduc automat intellig updat system experi latest technolog overal satisfi,good experience also like suggest introduce automatic intelligence updating system experience latest technology overall satisfied
1151,I love everything about it. There is nothing to dislike about the device. Delivered everything as promised. Very happy customer.,love everyth noth dislik devic deliv everyth promis happi custom,love everything nothing dislike device delivered everything promised happy customer
1152,My family always enjoy talking to alexa. Great enjoyment.,famili alway enjoy talk alexa great enjoy,family always enjoy talking alexa great enjoyment
1153,"It is great in general. There are smalk issues like it does not understand Oakter remote well. While google home cam control Oakter without issue, alexa has some hitches and glitches.",great gener smalk issu like understand oakter remot well googl home cam control oakter without issu alexa hitch glitch,great general smalk issue like understand oakter remote well google home cam control oakter without issue alexa hitch glitch
1154,Excellent product. Very useful. Value for money. Go for it,excel product use valu money go,excellent product useful value money go
1155,Worth the money. My daughter likes it very much. Product quality is very good compared to the price. Go for it !,worth money daughter like much product qualiti good compar price go,worth money daughter like much product quality good compared price go
1156,good item,good item,good item
1157,Better and best smart speaker with good quality sound,better best smart speaker good qualiti sound,better best smart speaker good quality sound
1158,"Sound quality is decent , got it @1644 , so doesn’t bother me at all at this price segment...Alexa Is Somewhere not near the expectations",sound qualiti decent got bother price segment alexa somewher near expect,sound quality decent got bother price segment alexa somewhere near expectation
1159,Nice and my kid love it. But sounds are look like bit low.,nice kid love sound look like bit low,nice kid love sound look like bit low
1160,Good,good,good
1161,It was fun for 2 3 days but after that it started getting bored and feels useless so I'm returning it.,fun day start get bore feel useless return,fun day started getting bored feel useless returning
1162,Very good,good,good
1163,Very much helpful in the age of artificial intelligence..,much help age artifici intellig,much helpful age artificial intelligence
1164,The sound quality is best  and alexa hears all away from another room and responds very much like a real man talking... Best time pass,sound qualiti best alexa hear away anoth room respond much like real man talk best time pass,sound quality best alexa hears away another room responds much like real man talking best time pas
1165,Some how I don't feel like it is worth to buy this product because it need always power and internet wifi connection and it doesnot even recognize properly,feel like worth buy product need alway power internet wifi connect doesnot even recogn properli,feel like worth buy product need always power internet wifi connection doesnot even recognize properly
1166,It is not so good. It requires a continuous wifi connection.  So it can't connect by mobile data . It is not possible to have a wifi connection all time. This is no battery inside it also need a continuous power supply.,good requir continu wifi connect connect mobil data possibl wifi connect time batteri insid also need continu power suppli,good requires continuous wifi connection connect mobile data possible wifi connection time battery inside also need continuous power supply
1167,The power port of Echo Dot is tilted  to right  side ad inserting power plug cord is not possible. Hence please replace the item.,power port echo dot tilt right side ad insert power plug cord possibl henc pleas replac item,power port echo dot tilted right side ad inserting power plug cord possible hence please replace item
1168,"I use it in my home, and also I easily connect to my home using drop in features. And good for my kid learning features",use home also easili connect home use drop featur good kid learn featur,use home also easily connect home using drop feature good kid learning feature
1169,The product is great and nice. The sound out put is loud. Only one thing is you need to be a Amazon prime member to use Alexa. Without that it will not work.,product great nice sound put loud one thing need amazon prime member use alexa without work,product great nice sound put loud one thing need amazon prime member use alexa without work
1170,2 or more echo devices unable to communicate and cross connect each other,echo devic unabl commun cross connect,echo device unable communicate cross connect
1171,Nice product,nice product,nice product
1172,"Set up is easy, works fine. I am happy while talking.",set easi work fine happi talk,set easy work fine happy talking
1173,Thank You Amazon For Alexa!! She's a part of family now....,thank amazon alexa part famili,thank amazon alexa part family
1174,"Feel like really reaching new era, You don't feel lonely with ECHO DOT",feel like realli reach new era feel lone echo dot,feel like really reaching new era feel lonely echo dot
1175,Cool product!! Voice recognition is quick and active. Alexa integration is very smooth and the sound quality is excellent. Thank you.,cool product voic recognit quick activ alexa integr smooth sound qualiti excel thank,cool product voice recognition quick active alexa integration smooth sound quality excellent thank
1176,"A satisfactory product from amazon.It won't support the Youtube music, it need to be updated for Alexa.",satisfactori product amazon support youtub music need updat alexa,satisfactory product amazon support youtube music need updated alexa
1177,The media could not be loaded.,,
1178,A very good entertaining and user friendly equipment,good entertain user friendli equip,good entertaining user friendly equipment
1179,It needs to be connected again and againWorst of you don't have a wife connection,need connect againworst wife connect,need connected againworst wife connection
1180,very good,good,good
1181,Playing songs directly via YouTube needs a complicated procedure to follow.And if we blame phones like xaomi to integrate add.....then blame this too....for constantly selling Amazon prime and other such apps,play song directli via youtub need complic procedur follow blame phone like xaomi integr add blame constantli sell amazon prime app,playing song directly via youtube need complicated procedure follow blame phone like xaomi integrate add blame constantly selling amazon prime apps
1182,Very nice. Perfect echo,nice perfect echo,nice perfect echo
1183,I expected a small size but its bigger surprisingly rich n loud sound u won't regret buying,expect small size bigger surprisingli rich n loud sound u regret buy,expected small size bigger surprisingly rich n loud sound u regret buying
1184,"Don'y Buy ,,,total waste of Money..Echo can't even understant what we want to say...even weather forecasting is not correct.",buy total wast money echo even underst want say even weather forecast correct,buy total waste money echo even understant want say even weather forecasting correct
1185,Amazing product,amaz product,amazing product
1186,Sound quality is best 10/10Alexa integration 10/8Voice Recognition 10/7Weak part is we need to speak loud to activate Alexa it doesn’t activate on Normal voice.,sound qualiti best alexa integr voic recognit weak part need speak loud activ alexa activ normal voic,sound quality best alexa integration voice recognition weak part need speak loud activate alexa activate normal voice
1187,Voice recognition,voic recognit,voice recognition
1188,Does not recognise voice nd volume is too low wastage of money,recognis voic nd volum low wastag money,recognise voice nd volume low wastage money
1189,Intresting product 100 percent useful for every one,intrest product percent use everi one,intresting product percent useful every one
1190,I really liked this product. It's so handy and very easy to connect... My baby also liked it very much.,realli like product handi easi connect babi also like much,really liked product handy easy connect baby also liked much
1191,I like very must being i am an officer commending rank Officer so I may use it on long duty &/or at my residence for Arties & religious bhajans.,like must offic commend rank offic may use long duti resid arti religi bhajan,like must officer commending rank officer may use long duty residence arties religious bhajans
1192,It is a very good speaker. But the problem is that it cannot call anyone from your contact list unlike Google home mini. And the second problem is it can tell the prices of the products only available in Amazon,good speaker problem cannot call anyon contact list unlik googl home mini second problem tell price product avail amazon,good speaker problem cannot call anyone contact list unlike google home mini second problem tell price product available amazon
1193,Alexa recognition is worstAlex doesn't recognize and play wrong....,alexa recognit worstalex recogn play wrong,alexa recognition worstalex recognize play wrong
1194,The echo dot is superb addition in my wifi speakers. It also provides lots of information to my children..,echo dot superb addit wifi speaker also provid lot inform children,echo dot superb addition wifi speaker also provides lot information child
1195,Alexa is a flagship product of Amazon... It's a good product provided you can use it fully....,alexa flagship product amazon good product provid use fulli,alexa flagship product amazon good product provided use fully
1196,Useless for me bcz no internal battery.. Without net it's totally not working nd u can't trawling whit this product bcz no battery speekar.. 3rd class sound.,useless bcz intern batteri without net total work nd u trawl whit product bcz batteri speekar rd class sound,useless bcz internal battery without net totally working nd u trawling whit product bcz battery speekar rd class sound
1197,Good product but i don't like the system of charging ...we have to keep on charge every time..if we remove charger alexa will get off...there is no battery life...while traveling we can't carry with us😏😏😕,good product like system charg keep charg everi time remov charger alexa get batteri life travel carri us,good product like system charging keep charge every time remove charger alexa get battery life traveling carry u
1198,"Magnificent product,  impeccable voice recognition",magnific product impecc voic recognit,magnificent product impeccable voice recognition
1199,"The media could not be loaded.
                



 I Love This Product And With Smart Bulb Its Awesome 😎 Best Product You Can Buy It Without Any Problem Trust Me You Won't Even Sleep Without Saying Alexa....❤️❤️",love product smart bulb awesom best product buy without problem trust wo even sleep without say alexa,love product smart bulb awesome best product buy without problem trust wo even sleep without saying alexa
1200,The sound quality and voice recognition is really good.Make sure you set the setting in privacy setting to delete the recordings and also you can delete your recordings on daily basis,sound qualiti voic recognit realli good make sure set set privaci set delet record also delet record daili basi,sound quality voice recognition really good make sure set setting privacy setting delete recording also delete recording daily basis
1201,"It DOESN""T CONNECT TO SPOTIFY. I GOT ALEXA WITH THE SOLE PURPOSE OF CONENCTING IT WITH SPOTIFY AND ITS NOT AVAILABLE. I contacted customer support too and they weren't able to help me either.",connect spotifi got alexa sole purpos conenct spotifi avail contact custom support abl help either,connect spotify got alexa sole purpose conencting spotify available contacted customer support able help either
1202,I like this product... alexa is good . Thank you Amazon.  Very friendlyI want Malayalam language.Please .Sounds quality is very good ... like jbl sound systemThanks for everything...,like product alexa good thank amazon friendlyi want malayalam languag pleas sound qualiti good like jbl sound systemthank everyth,like product alexa good thank amazon friendlyi want malayalam language please sound quality good like jbl sound systemthanks everything
1203,I ordered device which displays time on it - but one delivered does not have this feature. Product is good but not delivered what was ordered.,order devic display time one deliv featur product good deliv order,ordered device display time one delivered feature product good delivered ordered
1204,Has many limitations...Long way to go Alexa.,mani limit long way go alexa,many limitation long way go alexa
1205,There are limited aap for alexa searching,limit aap alexa search,limited aap alexa searching
1206,Value for money. Happy with Alexa and the smart bulb.,valu money happi alexa smart bulb,value money happy alexa smart bulb
1207,Wooweee now my home is smarter. I can control everything from Dubai.,woowee home smarter control everyth dubai,wooweee home smarter control everything dubai
1208,"Alexa voice is awsm really its feeling awsm to talk with alexa.Grt purchase ,if wnybody want to buy a smart speaker go blindly to choose this grt one...",alexa voic awsm realli feel awsm talk alexa grt purchas wnybodi want buy smart speaker go blindli choos grt one,alexa voice awsm really feeling awsm talk alexa grt purchase wnybody want buy smart speaker go blindly choose grt one
1209,Wow my son loved it. Hats off to Amazon. Sound quality and connectivity is amazing. Superb product,wow son love hat amazon sound qualiti connect amaz superb product,wow son loved hat amazon sound quality connectivity amazing superb product
1210,"Most of the times I got irritated. I was telling kannada or hindi song names, and it was playing some English songs. Most of the times it happened.",time got irrit tell kannada hindi song name play english song time happen,time got irritated telling kannada hindi song name playing english song time happened
1211,Poor,poor,poor
1212,"Great product by Amazon, I love it. It is very entertaining and a reliable machine. Thank you!",great product amazon love entertain reliabl machin thank,great product amazon love entertaining reliable machine thank
1213,Alexa always better than google home.but miss this things.micro usb and internal power.,alexa alway better googl home miss thing micro usb intern power,alexa always better google home miss thing micro usb internal power
1214,Worst experience ever. Any thing we ask to alexa the answer is.. sorry!!!! I don't know. Thank God google assistant doesn't have these words in its dictionary. Please upgrade alexa with good search engine..,worst experi ever thing ask alexa answer sorri know thank god googl assist word dictionari pleas upgrad alexa good search engin,worst experience ever thing ask alexa answer sorry know thank god google assistant word dictionary please upgrade alexa good search engine
1215,Wroth buying specially with wipro smart lamp.My kids loved it .,wroth buy special wipro smart lamp kid love,wroth buying specially wipro smart lamp kid loved
1216,As I expected it wasn't worth the money. The sound quality is not that good as I expected from amazon. Also most of the times Alexa doesn't understand what you say. I am very disappointed by Amazon.,expect worth money sound qualiti good expect amazon also time alexa understand say disappoint amazon,expected worth money sound quality good expected amazon also time alexa understand say disappointed amazon
1217,Is like mini wife ☺️,like mini wife,like mini wife
1218,It is like that we are talking with futureGood work by amazon on this price point(BIG THUMBs UP AMAZON ECO DOT 3 GEN),like talk futuregood work amazon price point big thumb amazon eco dot gen,like talking futuregood work amazon price point big thumb amazon eco dot gen
1219,Smart home products for those who don't have type the command,smart home product type command,smart home product type command
1220,Nice product.. but sound quality is not very good,nice product sound qualiti good,nice product sound quality good
1221,Valuable product thanks Amazon Alexa good product,valuabl product thank amazon alexa good product,valuable product thanks amazon alexa good product
1222,"I am unable to use Alexa, getting announcement as ""SORRY I AM HAVING TROUBLE UNDERSTANDING RIGHT NOW,  PLEASE TRY AGAIN LATER"". what shall I do. I am using Redmi note 5. When ever I say Alexa then it is giving above announcement.  Some one please help.",unabl use alexa get announc sorri troubl understand right pleas tri later shall use redmi note ever say alexa give announc one pleas help,unable use alexa getting announcement sorry trouble understanding right please try later shall using redmi note ever say alexa giving announcement one please help
1223,Look wise it was good and the sound quality was also good but there are some problems like you can't use another device's hot-spot . You only use first paired wifi. Overall i will give 4 out of 5 star,look wise good sound qualiti also good problem like use anoth devic hot spot use first pair wifi overal give star,look wise good sound quality also good problem like use another device hot spot use first paired wifi overall give star
1224,good product,good product,good product
1225,The speaker as they claim is not that smart. It doesn't understand even the simplest of things on first attempt. Sound quality is good.,speaker claim smart understand even simplest thing first attempt sound qualiti good,speaker claim smart understand even simplest thing first attempt sound quality good
1226,Sound quality and voice recognition are good not the best. Dumber than Google Assistant. Works nicely within Amazon ecosystem. Lag in Bluetooth audio output. Need to get smarter. No ability for continued conversation.,sound qualiti voic recognit good best dumber googl assist work nice within amazon ecosystem lag bluetooth audio output need get smarter abil continu convers,sound quality voice recognition good best dumber google assistant work nicely within amazon ecosystem lag bluetooth audio output need get smarter ability continued conversation
1227,"I Get This at 1137rs awesome at this price segment, my favorite alexa😍",get rs awesom price segment favorit alexa,get r awesome price segment favorite alexa
1228,Make a update to alexa to speak in tamil,make updat alexa speak tamil,make update alexa speak tamil
1229,Worst,worst,worst
1230,Alexa device is good but bulb not much used without other WiFi.Bulb is working with mobile data.,alexa devic good bulb much use without wifi bulb work mobil data,alexa device good bulb much used without wifi bulb working mobile data
1231,"Best product from Amazon, for home use, Children's study purpose - usage of right direction will be a limitless possibility of this device.",best product amazon home use children studi purpos usag right direct limitless possibl devic,best product amazon home use child study purpose usage right direction limitless possibility device
1232,Good product for 2200/- on sale.,good product sale,good product sale
1233,Value for money gives zero star,valu money give zero star,value money give zero star
1234,Good,good,good
1235,"Amazing product, good packaging, got it delivered in time .",amaz product good packag got deliv time,amazing product good packaging got delivered time
1236,Really nice smart speaker.. lot of features,realli nice smart speaker lot featur,really nice smart speaker lot feature
1237,M not  satisfied with this product. Worst n wasteful money for purchasing this,satisfi product worst n wast money purchas,satisfied product worst n wasteful money purchasing
1238,"Favourite dialogue "" IDont Know that"".. needs improvement",favourit dialogu idont know need improv,favourite dialogue idont know need improvement
1239,Nice product!!,nice product,nice product
1240,"Excellent one, the best entertainment for my kids",excel one best entertain kid,excellent one best entertainment kid
1241,No need to review as all are aware if the Alexa,need review awar alexa,need review aware alexa
1242,still  has a long way to go..its just a begining of artificial intelligence,still long way go begin artifici intellig,still long way go begining artificial intelligence
1243,"Must have in house 🏠,She is like our family member",must hous like famili member,must house like family member
1244,"Microphone sensitivity is superb , alexa skills are good. sound clarity of speakers needs improvement",microphon sensit superb alexa skill good sound clariti speaker need improv,microphone sensitivity superb alexa skill good sound clarity speaker need improvement
1245,"This item take my 2 hours i started to connect it with tv and phone but that will not connected to the any device according, to me this is useless",item take hour start connect tv phone connect devic accord useless,item take hour started connect tv phone connected device according useless
1246,Everything is great. Only I did not realize there is no battery backup on this device. Runs only on power,everyth great realiz batteri backup devic run power,everything great realize battery backup device run power
1247,Its not connecting with my device I used alexa app too I checked in YouTube also  I followed the rules same as the video I went to my nearby mobiles stores but they also can't. Why? Plz reply me and tell me,connect devic use alexa app check youtub also follow rule video went nearbi mobil store also plz repli tell,connecting device used alexa app checked youtube also followed rule video went nearby mobile store also plz reply tell
1248,"The echo dot 3rd generation is really well designed and reliable product. It is compact and looks good on any table or any room. The mic on this works efficiently, sound quality for the price is good, not good but  not bad.",echo dot rd gener realli well design reliabl product compact look good tabl room mic work effici sound qualiti price good good bad,echo dot rd generation really well designed reliable product compact look good table room mic work efficiently sound quality price good good bad
1249,I bought Alexa eco dot at 1999 with Wipro 7 w smart bulb. Smart deal and the quality of the eco dot is awesome.,bought alexa eco dot wipro w smart bulb smart deal qualiti eco dot awesom,bought alexa eco dot wipro w smart bulb smart deal quality eco dot awesome
1250,"It is a brilliant device, there is more to explore !",brilliant devic explor,brilliant device explore
1251,"The media could not be loaded.
                



 Sound quality is very goodKdk..I am big fan of amezon ❤️💯thx for everything",sound qualiti goodkdk big fan amezon thx everyth,sound quality goodkdk big fan amezon thx everything
